brand,model,size,resolution,refresh_rate,response_time,panel_type,aspect_ratio,price
3m,c2234sw,0.14,"{'width': 1680, 'height': 1050}",,0.1967871485943775,,16:10,0.0
3m,c2254pw,0.14,"{'width': 1680, 'height': 1050}",,0.3172690763052209,,16:10,0.0
3m,m2256pw,0.14,"{'width': 1680, 'height': 1050}",,0.3172690763052209,,16:10,0.0
3m,m2467pw,0.18,"{'width': 1920, 'height': 1080}",,0.6385542168674698,,16:9,0.0
aoc,2036s,0.1,"{'width': 1600, 'height': 900}",,0.1967871485943775,,16:9,0.0
aoc,2036sa,0.1,"{'width': 1600, 'height': 900}",,0.1967871485943775,,16:9,0.0
aoc,20e1h,0.09,"{'width': 1600, 'height': 900}",0.0909090909090909,0.1967871485943775,tn,16:9,0.0
aoc,2236vwa,0.14,"{'width': 1920, 'height': 1080}",0.0909090909090909,0.1967871485943775,tn,16:9,0.0
aoc,22e1h,0.13,"{'width': 1920, 'height': 1080}",0.0909090909090909,0.0763052208835341,tn,16:9,0.0
aoc,22v2h,0.13,"{'width': 1920, 'height': 1080}",0.1363636363636363,0.1967871485943775,ips,16:9,0.0
aoc,2436v,0.18,"{'width': 1920, 'height': 1080}",0.1363636363636363,0.1967871485943775,ips,16:9,0.0
aoc,2436vwa,0.18,"{'width': 1920, 'height': 1080}",0.0909090909090909,0.1967871485943775,ips,16:9,0.0
aoc,24b1h,0.172,"{'width': 1920, 'height': 1080}",0.0909090909090909,0.1967871485943775,va,16:9,0.0
aoc,24b1xh,0.176,"{'width': 1920, 'height': 1080}",0.0909090909090909,0.2771084337349397,ips,16:9,0.0
aoc,24b1xhs,0.176,"{'width': 1920, 'height': 1080}",0.0909090909090909,0.2771084337349397,ips,16:9,0.0
aoc,24b2xh,0.176,"{'width': 1920, 'height': 1080}",0.1363636363636363,0.3172690763052209,ips,16:9,0.0
aoc,24g2,0.176,"{'width': 1920, 'height': 1080}",0.3454545454545454,0.3172690763052209,ips,16:9,0.0
aoc,24g2u/bk,0.18,"{'width': 1920, 'height': 1080}",0.3454545454545454,0.3172690763052209,ips,16:9,0.0
aoc,24v2h,0.176,"{'width': 1920, 'height': 1080}",0.1363636363636363,0.1967871485943775,ips,16:9,0.0
aoc,24v2q,0.176,"{'width': 1920, 'height': 1080}",0.1363636363636363,0.1967871485943775,ips,16:9,0.0
aoc,2770vh1,0.24,"{'width': 1920, 'height': 1080}",0.1363636363636363,0.0763052208835341,ips,16:9,0.0
aoc,27b1h,0.24,"{'width': 1920, 'height': 1080}",0.0909090909090909,0.0763052208835341,ips,16:9,0.0
aoc,27e1h,0.24,"{'width': 1920, 'height': 1080}",0.0909090909090909,0.1967871485943775,ips,16:9,0.0
aoc,27g2,0.24,"{'width': 1920, 'height': 1080}",0.3454545454545454,0.1967871485943775,ips,16:9,0.0
aoc,27g2e5,0.24,"{'width': 1920, 'height': 1080}",0.1363636363636363,0.1967871485943775,ips,16:9,0.0
aoc,27g2u/bk,0.24,"{'width': 1920, 'height': 1080}",0.3454545454545454,0.1967871485943775,ips,16:9,0.0
aoc,27v2h,0.24,"{'width': 1920, 'height': 1080}",0.1363636363636363,0.1967871485943775,ips,16:9,0.0
aoc,27v2q,0.24,"{'width': 1920, 'height': 1080}",0.1363636363636363,0.1967871485943775,ips,16:9,0.0
aoc,919vwa,0.08,"{'width': 1440, 'height': 900}",0.1363636363636363,0.1967871485943775,ips,16:10,0.0
aoc,931swl,0.07,"{'width': 1366, 'height': 768}",0.1363636363636363,0.1967871485943775,ips,16:9,0.0
aoc,ag241qg,0.176,"{'width': 2560, 'height': 1440}",0.409090909090909,0.036144578313253,tn,16:9,0.0
aoc,ag241qx,0.176,"{'width': 2560, 'height': 1440}",0.3454545454545454,0.036144578313253,tn,16:9,0.0
aoc,ag251fz,0.19,"{'width': 1920, 'height': 1080}",0.6363636363636364,0.036144578313253,tn,16:9,0.0
aoc,ag271qg,0.24,"{'width': 2560, 'height': 1440}",0.409090909090909,0.1566265060240964,ips,16:9,0.0
aoc,ag271qx,0.24,"{'width': 2560, 'height': 1440}",0.3454545454545454,0.036144578313253,tn,16:9,0.0
aoc,ag271ug,0.24,"{'width': 3840, 'height': 2160}",0.0909090909090909,0.1566265060240964,ips,16:9,0.0
aoc,ag272fcx6,0.24,"{'width': 1920, 'height': 1080}",0.3454545454545454,0.036144578313253,va,16:9,0.0
aoc,ag273qcx,0.24,"{'width': 2560, 'height': 1440}",0.3454545454545454,0.036144578313253,va,16:9,0.0
aoc,ag322fcx,0.33,"{'width': 1920, 'height': 1080}",0.3454545454545454,0.1566265060240964,va,16:9,0.0
aoc,ag322qc4,0.33,"{'width': 2560, 'height': 1440}",0.3454545454545454,0.1566265060240964,va,16:9,0.0
aoc,ag352ucg,0.4000000000000001,"{'width': 3440, 'height': 1440}",0.2121212121212121,0.1566265060240964,va,21:9,0.0
aoc,ag352ucg6,0.4000000000000001,"{'width': 3440, 'height': 1440}",0.2727272727272727,0.1566265060240964,va,21:9,0.0
aoc,agon ag251fz2,0.2,"{'width': 1920, 'height': 1080}",0.6363636363636364,0.036144578313253,tn,16:9,0.0
aoc,agon ag273qcg,0.24,"{'width': 2560, 'height': 1440}",0.409090909090909,0.036144578313253,tn,16:9,0.0
aoc,agon ag273qx,0.24,"{'width': 2560, 'height': 1440}",0.409090909090909,0.036144578313253,va,16:9,0.0
aoc,agon ag322qcx,0.33,"{'width': 2560, 'height': 1440}",0.3454545454545454,0.1566265060240964,va,16:9,0.0
aoc,agon pd27,0.24,"{'width': 2560, 'height': 1440}",0.6363636363636364,0.1566265060240964,va,16:9,0.0
aoc,agon ag493ucx,0.6799999999999999,"{'width': 5120, 'height': 1440}",0.2727272727272727,0.1566265060240964,va,32:9,0.0
aoc,c24g1,0.18,"{'width': 1920, 'height': 1080}",0.3454545454545454,0.036144578313253,va,16:9,0.0
aoc,c27g1,0.24,"{'width': 1920, 'height': 1080}",0.3454545454545454,0.036144578313253,va,16:9,0.0
aoc,c27g2,0.24,"{'width': 1920, 'height': 1080}",0.409090909090909,0.036144578313253,va,16:9,0.0
aoc,c27g2ze/bk,0.24,"{'width': 1920, 'height': 1080}",0.6363636363636364,0.036144578313253,va,16:9,0.0
aoc,c32g1,0.33,"{'width': 1920, 'height': 1080}",0.3454545454545454,0.036144578313253,va,16:9,0.0
aoc,c3583fq,0.4000000000000001,"{'width': 2560, 'height': 1080}",0.3939393939393939,0.1566265060240964,va,21:9,0.0
aoc,c4008vu8,0.5,"{'width': 3840, 'height': 2160}",0.0909090909090909,0.1967871485943775,va,16:9,0.0
aoc,cq27g1,0.24,"{'width': 2560, 'height': 1440}",0.3454545454545454,0.1967871485943775,va,16:9,0.0
aoc,cq27g2u/bk,0.24,"{'width': 2560, 'height': 1440}",0.3454545454545454,0.1967871485943775,va,16:9,0.0
aoc,cq32g1,0.33,"{'width': 2560, 'height': 1440}",0.3454545454545454,0.036144578313253,va,16:9,0.0
aoc,cu34g2x/bk,0.38,"{'width': 3440, 'height': 1440}",0.3454545454545454,0.036144578313253,va,21:9,0.0
aoc,e2043f,0.1,"{'width': 1600, 'height': 900}",0.3454545454545454,0.1967871485943775,va,16:9,0.0
aoc,e2050sw,0.09,"{'width': 1600, 'height': 900}",0.0909090909090909,0.1967871485943775,tn,16:9,0.0
aoc,e2051f,0.1,"{'width': 1600, 'height': 900}",0.0909090909090909,0.1967871485943775,tn,16:9,0.0
aoc,e2060sda,0.1,"{'width': 1600, 'height': 900}",0.0909090909090909,0.1967871485943775,tn,16:9,0.0
aoc,e2060swda,0.09,"{'width': 1600, 'height': 900}",0.0909090909090909,0.1967871485943775,tn,16:9,0.0
aoc,e2060swda-taa,0.1,"{'width': 1600, 'height': 900}",0.0909090909090909,0.1967871485943775,tn,16:9,0.0
aoc,e2228swn,0.13,"{'width': 1920, 'height': 1080}",0.0909090909090909,0.1967871485943775,tn,16:9,0.0
aoc,e2243fw,0.13,"{'width': 1920, 'height': 1080}",0.0909090909090909,0.1967871485943775,tn,16:9,0.0
aoc,e2243fwk,0.13,"{'width': 1920, 'height': 1080}",0.0909090909090909,0.1967871485943775,tn,16:9,0.0
aoc,e2243fwsk,0.14,"{'width': 1920, 'height': 1080}",0.0909090909090909,0.1967871485943775,tn,16:9,0.0
aoc,e2250swdak,0.13,"{'width': 1920, 'height': 1080}",0.0909090909090909,0.1967871485943775,tn,16:9,0.0
aoc,e2260pq/bk,0.14,"{'width': 1680, 'height': 1050}",0.0909090909090909,0.0763052208835341,tn,16:10,0.0
aoc,e2260pwda,0.13,"{'width': 1920, 'height': 1080}",0.0909090909090909,0.1967871485943775,tn,16:9,0.0
aoc,e2260pwhu,0.13,"{'width': 1920, 'height': 1080}",0.0909090909090909,0.0763052208835341,tn,16:9,0.0
aoc,e2260sd,0.14,"{'width': 1680, 'height': 1050}",0.0909090909090909,0.1967871485943775,tn,16:10,0.0
aoc,e2260sda,0.14,"{'width': 1680, 'height': 1050}",0.0909090909090909,0.1967871485943775,tn,16:10,0.0
aoc,e2260swda-taa,0.14,"{'width': 1920, 'height': 1080}",0.0909090909090909,0.1967871485943775,tn,16:9,0.0
aoc,e2260swdn,0.13,"{'width': 1920, 'height': 1080}",0.0909090909090909,0.1967871485943775,tn,16:9,0.0
aoc,e2260swdn-taa,0.14,"{'width': 1920, 'height': 1080}",0.0909090909090909,0.1967871485943775,tn,16:9,0.0
aoc,e2270swhn,0.13,"{'width': 1920, 'height': 1080}",0.0909090909090909,0.1967871485943775,tn,16:9,0.0
aoc,e2275swj,0.13,"{'width': 1920, 'height': 1080}",0.0909090909090909,0.036144578313253,tn,16:9,0.0
aoc,e2343fk,0.16,"{'width': 1920, 'height': 1080}",0.0909090909090909,0.1967871485943775,tn,16:9,0.0
aoc,e2343fsk,0.16,"{'width': 1920, 'height': 1080}",0.0909090909090909,0.1967871485943775,tn,16:9,0.0
aoc,e2360sd,0.16,"{'width': 1920, 'height': 1080}",0.0909090909090909,0.1967871485943775,tn,16:9,0.0
aoc,e2425swd,0.18,"{'width': 1920, 'height': 1080}",0.0909090909090909,0.1967871485943775,tn,16:9,0.0
aoc,e2429swhe,0.172,"{'width': 1920, 'height': 1080}",0.0909090909090909,0.1967871485943775,tn,16:9,0.0
aoc,e2460sd,0.18,"{'width': 1920, 'height': 1080}",0.0909090909090909,0.1967871485943775,tn,16:9,0.0
aoc,e2460sd-taa,0.18,"{'width': 1920, 'height': 1080}",0.0909090909090909,0.1967871485943775,tn,16:9,0.0
aoc,e2460sh,0.18,"{'width': 1920, 'height': 1080}",0.0909090909090909,0.036144578313253,tn,16:9,0.0
aoc,e2460swd,0.18,"{'width': 1920, 'height': 1080}",0.0909090909090909,0.1967871485943775,tn,16:9,0.0
aoc,e2461fwh,0.172,"{'width': 1920, 'height': 1080}",0.0909090909090909,0.0763052208835341,tn,16:9,0.0
aoc,e2470swda,0.172,"{'width': 1920, 'height': 1080}",0.0909090909090909,0.1967871485943775,tn,16:9,0.0
aoc,e2470swh,0.172,"{'width': 1920, 'height': 1080}",0.0909090909090909,0.036144578313253,tn,16:9,0.0
aoc,e2470swhe,0.172,"{'width': 1920, 'height': 1080}",0.0909090909090909,0.1967871485943775,tn,16:9,0.0
aoc,e2476vwm6,0.172,"{'width': 1920, 'height': 1080}",0.0909090909090909,0.036144578313253,tn,16:9,0.0
aoc,e2727she,0.24,"{'width': 1920, 'height': 1080}",0.0909090909090909,0.0763052208835341,tn,16:9,0.0
aoc,e2752vq,0.24,"{'width': 1920, 'height': 1080}",0.0909090909090909,0.0763052208835341,tn,16:9,0.0
aoc,e2770she,0.24,"{'width': 1920, 'height': 1080}",0.0909090909090909,0.0763052208835341,tn,16:9,0.0
aoc,e943fwsk,0.07,"{'width': 1366, 'height': 768}",0.0909090909090909,0.1967871485943775,tn,16:9,0.0
aoc,e960sn,0.08,"{'width': 1366, 'height': 768}",0.0909090909090909,0.1967871485943775,tn,16:9,0.0
aoc,e960srda,0.08,"{'width': 1280, 'height': 1024}",0.0909090909090909,0.1967871485943775,tn,5:4,0.0
aoc,e970swn,0.07,"{'width': 1366, 'height': 768}",0.0909090909090909,0.1967871485943775,tn,16:9,0.0
aoc,f19s,0.07,"{'width': 1366, 'height': 768}",0.0909090909090909,0.1967871485943775,tn,16:9,0.0
aoc,f22,0.14,"{'width': 1920, 'height': 1080}",0.0909090909090909,0.1967871485943775,tn,16:9,0.0
aoc,g2260vwq6,0.13,"{'width': 1920, 'height': 1080}",0.1363636363636363,0.036144578313253,tn,16:9,0.0
aoc,g2460fq,0.18,"{'width': 1920, 'height': 1080}",0.3454545454545454,0.036144578313253,tn,16:9,0.0
aoc,g2460pf,0.18,"{'width': 1920, 'height': 1080}",0.3454545454545454,0.036144578313253,tn,16:9,0.0
aoc,g2460pg,0.18,"{'width': 1920, 'height': 1080}",0.3454545454545454,0.036144578313253,tn,16:9,0.0
aoc,g2460pqu,0.18,"{'width': 1920, 'height': 1080}",0.3454545454545454,0.036144578313253,tn,16:9,0.0
aoc,g2460vq6,0.18,"{'width': 1920, 'height': 1080}",0.1363636363636363,0.036144578313253,tn,16:9,0.0
aoc,g2490vx,0.176,"{'width': 1920, 'height': 1080}",0.3454545454545454,0.036144578313253,va,16:9,0.0
aoc,g2590fx,0.19,"{'width': 1920, 'height': 1080}",0.3454545454545454,0.036144578313253,tn,16:9,0.0
aoc,g2590px,0.19,"{'width': 1920, 'height': 1080}",0.3454545454545454,0.036144578313253,tn,16:9,0.0
aoc,g2770pf,0.24,"{'width': 1920, 'height': 1080}",0.3454545454545454,0.036144578313253,tn,16:9,0.0
aoc,g2770pqu,0.24,"{'width': 1920, 'height': 1080}",0.3454545454545454,0.036144578313253,tn,16:9,0.0
aoc,g2778vq,0.24,"{'width': 1920, 'height': 1080}",0.1363636363636363,0.036144578313253,tn,16:9,0.0
aoc,i2267fwh,0.13,"{'width': 1920, 'height': 1080}",0.0909090909090909,0.1967871485943775,ips,16:9,0.0
aoc,i2269vw,0.13,"{'width': 1920, 'height': 1080}",0.0909090909090909,0.1967871485943775,ips,16:9,0.0
aoc,i2279vwhe,0.13,"{'width': 1920, 'height': 1080}",0.0909090909090909,0.1967871485943775,ips,16:9,0.0
aoc,i2280swd,0.13,"{'width': 1920, 'height': 1080}",0.0909090909090909,0.2369477911646586,ips,16:9,0.0
aoc,i2281fwh,0.13,"{'width': 1920, 'height': 1080}",0.0909090909090909,0.1566265060240964,ips,16:9,0.0
aoc,i2369vm,0.16,"{'width': 1920, 'height': 1080}",0.0909090909090909,0.2369477911646586,ips,16:9,0.0
aoc,i2379vhe,0.16,"{'width': 1920, 'height': 1080}",0.0909090909090909,0.1967871485943775,ips,16:9,0.0
aoc,i2381fh,0.16,"{'width': 1920, 'height': 1080}",0.0909090909090909,0.1566265060240964,ips,16:9,0.0
aoc,i2421vwh,0.18,"{'width': 1920, 'height': 1080}",0.0909090909090909,0.1967871485943775,ips,16:9,0.0
aoc,i2470pwqu,0.176,"{'width': 1920, 'height': 1080}",0.0909090909090909,0.1967871485943775,ips,16:9,0.0
aoc,i2470swq,0.176,"{'width': 1920, 'height': 1080}",0.0909090909090909,0.1164658634538152,ips,16:9,0.0
aoc,i2481fxh,0.176,"{'width': 1920, 'height': 1080}",0.0909090909090909,0.1566265060240964,ips,16:9,0.0
aoc,i2721vh,0.24,"{'width': 1920, 'height': 1080}",0.0909090909090909,0.1967871485943775,ips,16:9,0.0
aoc,i2757fh,0.24,"{'width': 1920, 'height': 1080}",0.0909090909090909,0.1967871485943775,ips,16:9,0.0
aoc,i2777fq,0.24,"{'width': 1920, 'height': 1080}",0.0909090909090909,0.1967871485943775,ips,16:9,0.0
aoc,i2781fh,0.24,"{'width': 1920, 'height': 1080}",0.0909090909090909,0.1967871485943775,ips,16:9,0.0
