brand,model,capacity,price_per_gb,storage_type,platter_rpm,cache_amount,form_factor,interface,price
adata,falcon,{'total': 256000000000},"['usd', '0.00']",ssd,,,m.2-2280,m.2 (m),0.0
adata,premier,{'total': 960000000000},"['usd', '0.415']",ssd,,,"2.5""",sata 6 gb/s,0.0
adata,premier pro sp310,{'total': 128000000000},"['usd', '0.00']",ssd,,,msata,msata,0.0
adata,premier pro sp600,{'total': 256000000000},"['usd', '0.00']",ssd,,,"2.5""",sata 6 gb/s,0.0
adata,premier pro sp900,{'total': 256000000000},"['usd', '0.00']",ssd,,,"2.5""",sata 6 gb/s,0.0
adata,premier pro sp920,{'total': 512000000000},"['usd', '0.00']",ssd,,,"2.5""",sata 6 gb/s,0.0
adata,premier sp550,{'total': 240000000000},"['usd', '0.00']",ssd,,,"2.5""",sata 6 gb/s,0.0
adata,premier sp600ns34,{'total': 128000000000},"['usd', '0.00']",ssd,,,m.2-2242,m.2 (b+m),0.0
adata,premier sp610,{'total': 1000000000000},"['usd', '0.00']",ssd,,,"2.5""",sata 6 gb/s,0.0
adata,s501 v2,{'total': 128000000000},"['usd', '0.00']",ssd,,,"2.5""",sata 6 gb/s,0.0
adata,s510,{'total': 240000000000},"['usd', '0.00']",ssd,,,"2.5""",sata 6 gb/s,0.0
adata,s510 series,{'total': 120000000000},"['usd', '0.00']",ssd,,,"2.5""",sata 6 gb/s,0.0
adata,s511 series,{'total': 120000000000},"['usd', '0.00']",ssd,,,"2.5""",sata 6 gb/s,0.0
adata,s592,{'total': 64000000000},"['usd', '0.00']",ssd,,,"2.5""",sata 3 gb/s,0.0
adata,s599,{'total': 40000000000},"['usd', '0.00']",ssd,,,"2.5""",sata 3 gb/s,0.0
adata,sp900 m.2,{'total': 256000000000},"['usd', '0.00']",ssd,,,m.2-2242,m.2 (b+m),0.0
adata,su630,{'total': 960000000000},"['usd', '0.109']",ssd,,,"2.5""",sata 6 gb/s,0.0
adata,su635,{'total': 480000000000},"['usd', '0.098']",ssd,,,"2.5""",sata 6 gb/s,0.0
adata,su655,{'total': 240000000000},"['usd', '0.00']",ssd,,,"2.5""",sata 6 gb/s,0.0
adata,su760,{'total': 512000000000},"['usd', '0.103']",ssd,,,"2.5""",sata 6 gb/s,0.0
adata,su800,{'total': 1000000000000},"['usd', '0.103']",ssd,,,m.2-2280,m.2 (b+m),0.0
adata,su900,{'total': 1000000000000},"['usd', '0.00']",ssd,,,"2.5""",sata 6 gb/s,0.0
adata,sx7000,{'total': 256000000000},"['usd', '0.00']",ssd,,,m.2-2280,m.2 (m),0.0
adata,swordfish,{'total': 2000000000000},"['usd', '0.095']",ssd,,,m.2-2280,m.2 (m),0.0
adata,ultimate su650,{'total': 480000000000},"['usd', '0.130']",ssd,,,"2.5""",sata 6 gb/s,0.0
adata,ultimate su750,{'total': 512000000000},"['usd', '0.139']",ssd,,,"2.5""",sata 6 gb/s,0.0
adata,ultimate su800,{'total': 1000000000000},"['usd', '0.105']",ssd,,,"2.5""",sata 6 gb/s,0.0
adata,xm13,{'total': 30000000000},"['usd', '0.00']",ssd,,,msata,msata,0.0
adata,xpg 8100,{'total': 4000000000000},"['usd', '0.177']",ssd,,,m.2-2280,m.2 (m),0.0
adata,xpg gammix s11,{'total': 480000000000},"['usd', '0.508']",ssd,,,m.2-2280,m.2 (m),0.0
adata,xpg gammix s11 pro,{'total': 1000000000000},"['usd', '0.120']",ssd,,,m.2-2280,m.2 (m),0.0
adata,xpg gammix s5,{'total': 256000000000},"['usd', '0.156']",ssd,,,m.2-2280,m.2 (m),0.0
adata,xpg gammix s50,{'total': 2000000000000},"['usd', '0.180']",ssd,,,m.2-2280,m.2 (m),0.0
adata,xpg gammix s50 lite,{'total': 1000000000000},"['usd', '0.140']",ssd,,,m.2-2280,m.2 (m),0.0
adata,xpg spectrix s40g rgb,{'total': 256000000000},"['usd', '0.195']",ssd,,,m.2-2280,m.2 (m),0.0
adata,xpg sx300,{'total': 256000000000},"['usd', '0.00']",ssd,,,msata,msata,0.0
adata,xpg sx6000,{'total': 512000000000},"['usd', '0.00']",ssd,,,m.2-2280,m.2 (m),0.0
adata,xpg sx6000 pro,{'total': 512000000000},"['usd', '0.160']",ssd,,,m.2-2280,m.2 (m),0.0
adata,xpg sx7000,{'total': 128000000000},"['usd', '0.00']",ssd,,,m.2-2280,m.2 (m),0.0
adata,xpg sx8000,{'total': 128000000000},"['usd', '0.00']",ssd,,,m.2-2280,m.2 (m),0.0
adata,xpg sx8100,{'total': 512000000000},"['usd', '0.219']",ssd,,,m.2-2280,m.2 (m),0.0
adata,xpg sx8200,{'total': 240000000000},"['usd', '0.266']",ssd,,,m.2-2280,m.2 (m),0.0
adata,xpg sx8200 pro,{'total': 256000000000},"['usd', '0.180']",ssd,,,m.2-2280,m.2 (m),0.0
adata,xpg sx850,{'total': 512000000000},"['usd', '0.00']",ssd,,,"2.5""",sata 6 gb/s,0.0
adata,xpg sx8800 pro,{'total': 512000000000},"['usd', '0.00']",ssd,,,m.2-2280,m.2 (m),0.0
adata,xpg sx900,{'total': 64000000000},"['usd', '0.00']",ssd,,,"2.5""",sata 6 gb/s,0.0
adata,xpg sx910,{'total': 512000000000},"['usd', '0.00']",ssd,,,"2.5""",sata 6 gb/s,0.0
adata,xpg sx930,{'total': 480000000000},"['usd', '0.00']",ssd,,,"2.5""",sata 6 gb/s,0.0
adata,xpg sx950,{'total': 480000000000},"['usd', '0.00']",ssd,,,"2.5""",sata 6 gb/s,0.0
adata,xpg sx950u,{'total': 480000000000},"['usd', '0.00']",ssd,,,"2.5""",sata 6 gb/s,0.0
amd,radeon-r7ssd-120g,{'total': 120000000000},"['usd', '0.00']",ssd,,,"2.5""",sata 6 gb/s,0.0
amd,radeon-r7ssd-240g,{'total': 240000000000},"['usd', '0.00']",ssd,,,"2.5""",sata 6 gb/s,0.0
amd,radeon-r7ssd-480g,{'total': 480000000000},"['usd', '0.00']",ssd,,,"2.5""",sata 6 gb/s,0.0
amd,radeon r3,{'total': 120000000000},"['usd', '0.00']",ssd,,,"2.5""",sata 6 gb/s,0.0
addlink,s10,{'total': 120000000000},"['usd', '0.00']",ssd,,,"2.5""",sata 6 gb/s,0.0
addlink,x70,{'total': 1000000000000},"['usd', '0.156']",ssd,,,m.2-2280,m.2 (m),0.0
addlink,ad512gbs10s3,{'total': 512000000000},"['usd', '0.111']",ssd,,,"2.5""",sata 6 gb/s,0.0
angelbird,av pro mk3,{'total': 2000000000000},"['usd', '0.275']",ssd,,,"2.5""",sata 6 gb/s,0.0
angelbird,av pro xt,{'total': 1000000000000},"['usd', '0.655']",ssd,,,"2.5""",sata 6 gb/s,0.0
angelbird,ed381,{'total': 7680000000000},"['usd', '0.833']",ssd,,,"2.5""",sata 6 gb/s,0.0
angelbird,wrk xt,{'total': 1000000000000},"['usd', '0.629']",ssd,,,"2.5""",sata 6 gb/s,0.0
apotop,mass3c128gbr,{'total': 128000000000},"['usd', '0.00']",ssd,,,"2.5""",sata 6 gb/s,0.0
apotop,mass3c256gbr,{'total': 256000000000},"['usd', '0.00']",ssd,,,"2.5""",sata 6 gb/s,0.0
apotop,mass3c512gbr,{'total': 512000000000},"['usd', '0.00']",ssd,,,"2.5""",sata 6 gb/s,0.0
asura,genesis xtreme,{'total': 256000000000},"['usd', '0.00']",ssd,,,m.2-2280,m.2 (m),0.0
asus,rog raidr,{'total': 240000000000},"['usd', '0.00']",ssd,,,pci-e,pcie x4,0.0
avexir,e100,{'total': 240000000000},"['usd', '0.00']",ssd,,,"2.5""",sata 6 gb/s,0.0
avexir,s100,{'total': 480000000000},"['usd', '0.00']",ssd,,,"2.5""",sata 6 gb/s,0.0
avexir,v1,{'total': 128000000000},"['usd', '0.00']",ssd,,,"2.5""",sata 6 gb/s,0.0
axiom,0a89470-ax,{'total': 500000000000},"['usd', '0.00']",hdd,0.2040816326530612,{'total': 64000000},"3.5""",sata 6 gb/s,0.0
axiom,0a89478-ax,{'total': 3000000000000},"['usd', '0.00']",hdd,0.2040816326530612,{'total': 64000000},"3.5""",sata 6 gb/s,0.0
axiom,axi-ssd25m3400b,{'total': 400000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 64000000},"2.5""",sata 6 gb/s,0.0
axiom,hd250sata7-ax,{'total': 250000000000},"['usd', '0.00']",hdd,0.2040816326530612,{'total': 16000000},"2.5""",sata 3 gb/s,0.0
axiom,hd32072s-ax,{'total': 320000000000},"['usd', '0.00']",hdd,0.2040816326530612,{'total': 16000000},"3.5""",sata 3 gb/s,0.0
axiom,mac signature iii,{'total': 120000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 16000000},"2.5""",sata 6 gb/s,0.0
axiom,ssd25a37240-ax,{'total': 240000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 16000000},"2.5""",sata 6 gb/s,0.0
axiom,signature iii,{'total': 480000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 16000000},"2.5""",sata 6 gb/s,0.0
biostar,m700,{'total': 1000000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 16000000},m.2-2280,m.2 (m),0.0
biwin,cse25a00001-512,{'total': 512000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 16000000},"2.5""",sata 6 gb/s,0.0
centon,mp essential,{'total': 512000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 16000000},"2.5""",sata 6 gb/s,0.0
corsair,accelerator series,{'total': 45000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 16000000},"2.5""",sata 3 gb/s,0.0
corsair,force,{'total': 60000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 16000000},"2.5""",sata 3 gb/s,0.0
corsair,force le,{'total': 480000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 16000000},"2.5""",sata 6 gb/s,0.0
corsair,force ls,{'total': 240000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 512000000},"2.5""",sata 6 gb/s,0.0
corsair,force lx series,{'total': 128000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 512000000},"2.5""",sata 6 gb/s,0.0
corsair,force mp500,{'total': 120000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 512000000},m.2-2280,m.2 (m),0.0
corsair,force series,{'total': 60000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 512000000},"2.5""",sata 3 gb/s,0.0
corsair,force series 3,{'total': 180000000000},"['usd', '2.131']",ssd,0.2040816326530612,{'total': 512000000},"2.5""",sata 6 gb/s,0.0
corsair,force series gs,{'total': 480000000000},"['usd', '2.055']",ssd,0.2040816326530612,{'total': 512000000},"2.5""",sata 6 gb/s,0.0
corsair,force series gt,{'total': 90000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 512000000},"2.5""",sata 6 gb/s,0.0
corsair,mp300,{'total': 240000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 512000000},m.2-2280,m.2 (b+m),0.0
corsair,mp400,{'total': 8000000000000},"['usd', '0.187']",ssd,0.2040816326530612,{'total': 512000000},m.2-2280,m.2 (m),0.0
corsair,mp500,{'total': 960000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 512000000},m.2-2280,m.2 (m),0.0
corsair,mp510,{'total': 1920000000000},"['usd', '0.151']",ssd,0.2040816326530612,{'total': 512000000},m.2-2280,m.2 (m),0.0
corsair,mp600 force series gen4,{'total': 500000000000},"['usd', '0.220']",ssd,0.2040816326530612,{'total': 512000000},m.2-2280,m.2 (m),0.0
corsair,neutron nx500,{'total': 800000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 512000000},pci-e,pcie x1,0.0
corsair,neutron series,{'total': 240000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 512000000},"2.5""",sata 6 gb/s,0.0
corsair,neutron series gtx,{'total': 240000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 512000000},"2.5""",sata 6 gb/s,0.0
corsair,neutron xt,{'total': 240000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 512000000},"2.5""",sata 6 gb/s,0.0
corsair,neutron xti,{'total': 960000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 512000000},"2.5""",sata 6 gb/s,0.0
corsair,nova,{'total': 128000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 512000000},"2.5""",sata 3 gb/s,0.0
corsair,nova series 2,{'total': 30000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 512000000},"2.5""",sata 3 gb/s,0.0
corsair,performance 3 series,{'total': 64000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 512000000},"2.5""",sata 6 gb/s,0.0
corsair,performance pro series,{'total': 256000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 256000000},"2.5""",sata 6 gb/s,0.0
corsair,performance series,{'total': 256000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 256000000},"2.5""",sata 3 gb/s,0.0
crucial,bx100,{'total': 1000000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 256000000},"2.5""",sata 6 gb/s,0.0
crucial,bx200,{'total': 960000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 256000000},"2.5""",sata 6 gb/s,0.0
crucial,bx300,{'total': 480000000000},"['usd', '0.356']",ssd,0.2040816326530612,{'total': 256000000},"2.5""",sata 6 gb/s,0.0
crucial,bx500,{'total': 960000000000},"['usd', '0.104']",ssd,0.2040816326530612,{'total': 256000000},"2.5""",sata 6 gb/s,0.0
crucial,m4,{'total': 256000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 256000000},"2.5""",sata 6 gb/s,0.0
crucial,m500,{'total': 120000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 256000000},"2.5""",sata 6 gb/s,0.0
crucial,m500 m.2,{'total': 240000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 256000000},m.2-2280,m.2 (b+m),0.0
crucial,m550,{'total': 512000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 256000000},"2.5""",sata 6 gb/s,0.0
crucial,mx100,{'total': 128000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 256000000},"2.5""",sata 6 gb/s,0.0
crucial,mx200,{'total': 250000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 256000000},msata,msata,0.0
crucial,mx300,{'total': 275000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 256000000},m.2-2280,m.2 (b+m),0.0
crucial,mx500,{'total': 250000000000},"['usd', '0.140']",ssd,0.2040816326530612,{'total': 2048000000},m.2-2280,m.2 (b+m),0.0
crucial,p1,{'total': 2000000000000},"['usd', '0.110']",ssd,0.2040816326530612,{'total': 2048000000},m.2-2280,m.2 (m),0.0
crucial,p2,{'total': 250000000000},"['usd', '0.200']",ssd,0.2040816326530612,{'total': 2048000000},m.2-2280,m.2 (m),0.0
crucial,p5,{'total': 1000000000000},"['usd', '0.120']",ssd,0.2040816326530612,{'total': 2048000000},m.2-2280,m.2 (m),0.0
crucial,realssd c300,{'total': 64000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 2048000000},"1.8""",micro sata 6 gb/s,0.0
crucial,v4,{'total': 128000000000},"['usd', '0.00']",ssd,0.2040816326530612,{'total': 2048000000},"2.5""",sata 3 gb/s,0.0
dell,f617n,{'total': 300000000000},"['usd', '0.00']",hdd,1.0,{'total': 16000000},"3.5""",sas 6 gb/s,0.0
dell,k054n,{'total': 600000000000},"['usd', '0.308']",hdd,0.4897959183673469,{'total': 16000000},"3.5""",sas 6 gb/s,0.0
drevo,ares,{'total': 256000000000},"['usd', '0.00']",ssd,0.4897959183673469,{'total': 16000000},pci-e,pcie x1,0.0
drevo,es,{'total': 128000000000},"['usd', '0.00']",ssd,0.4897959183673469,{'total': 16000000},"2.5""",sata 6 gb/s,0.0
drevo,x1,{'total': 120000000000},"['usd', '0.00']",ssd,0.4897959183673469,{'total': 16000000},"2.5""",sata 6 gb/s,0.0
drevo,x1 pro,{'total': 1000000000000},"['usd', '0.00']",ssd,0.4897959183673469,{'total': 16000000},"2.5""",sata 6 gb/s,0.0
edge tech,boost pro slim,{'total': 240000000000},"['usd', '0.00']",ssd,0.4897959183673469,{'total': 16000000},"2.5""",sata 6 gb/s,0.0
edge tech,pe233846,{'total': 480000000000},"['usd', '0.00']",ssd,0.4897959183673469,{'total': 16000000},"2.5""",sata 6 gb/s,0.0
eluktro,pro performance,{'total': 512000000000},"['usd', '0.00']",ssd,0.4897959183673469,{'total': 16000000},"2.5""",sata 6 gb/s,0.0
eluktro,pro-x performance,{'total': 128000000000},"['usd', '0.00']",ssd,0.4897959183673469,{'total': 16000000},m.2-2280,m.2 (m),0.0
eluktronics,tro-1tb-pro-x,{'total': 1000000000000},"['usd', '0.00']",ssd,0.4897959183673469,{'total': 16000000},m.2-2280,m.2 (m),0.0
eluktronics,tro-500gb-pro-x,{'total': 500000000000},"['usd', '0.00']",ssd,0.4897959183673469,{'total': 16000000},m.2-2280,m.2 (m),0.0
g.skill,phoenix evo,{'total': 115000000000},"['usd', '0.00']",ssd,0.4897959183673469,{'total': 16000000},"2.5""",sata 3 gb/s,0.0
g.skill,phoenix blade,{'total': 960000000000},"['usd', '0.00']",ssd,0.4897959183673469,{'total': 16000000},pci-e,pcie x8,0.0
g.skill,phoenix ftl,{'total': 240000000000},"['usd', '0.00']",ssd,0.4897959183673469,{'total': 16000000},"2.5""",sata 6 gb/s,0.0
g.skill,phoenix iii,{'total': 120000000000},"['usd', '0.00']",ssd,0.4897959183673469,{'total': 16000000},"2.5""",sata 6 gb/s,0.0
g.skill,phoenix pro series,{'total': 240000000000},"['usd', '0.00']",ssd,0.4897959183673469,{'total': 16000000},"2.5""",sata 3 gb/s,0.0
g.skill,phoenix series,{'total': 60000000000},"['usd', '0.00']",ssd,0.4897959183673469,{'total': 16000000},"2.5""",sata 3 gb/s,0.0
g.skill,sniper gaming series,{'total': 60000000000},"['usd', '0.00']",ssd,0.4897959183673469,{'total': 16000000},"2.5""",sata 3 gb/s,0.0
gigabyte,aorus,{'total': 500000000000},"['usd', '0.240']",ssd,0.4897959183673469,{'total': 512000000},m.2-2280,m.2 (m),0.0
gigabyte,aorus gen4,{'total': 1000000000000},"['usd', '0.180']",ssd,0.4897959183673469,{'total': 2048000000},m.2-2280,m.2 (m),0.0
gigabyte,aorus nvme gen4,{'total': 1000000000000},"['usd', '0.200']",ssd,0.4897959183673469,{'total': 2048000000},m.2-2280,m.2 (m),0.0
gigabyte,aorus rgb,{'total': 256000000000},"['usd', '0.312']",ssd,0.4897959183673469,{'total': 512000000},m.2-2280,m.2 (m),0.0
gigabyte,gp-asacne6800tttda,{'total': 8000000000000},"['usd', '0.00']",ssd,0.4897959183673469,{'total': 512000000},pci-e,pcie x16,0.0
gigabyte,gp-gsm2ne3100tntd,{'total': 1000000000000},"['usd', '0.120']",ssd,0.4897959183673469,{'total': 512000000},m.2-2280,m.2 (m),0.0
gigabyte,gp-gsm2ne8128gntd,{'total': 128000000000},"['usd', '0.00']",ssd,0.4897959183673469,{'total': 512000000},m.2-2280,m.2 (b+m),0.0
gigabyte,gp-gsm2ne8256gntd,{'total': 256000000000},"['usd', '0.00']",ssd,0.4897959183673469,{'total': 512000000},m.2-2280,m.2 (b+m),0.0
gigabyte,gp-gsm2ne8512gntd,{'total': 512000000000},"['usd', '0.00']",ssd,0.4897959183673469,{'total': 512000000},m.2-2280,m.2 (b+m),0.0
gigabyte,gp-gstfs31120gntd,{'total': 120000000000},"['usd', '0.242']",ssd,0.4897959183673469,{'total': 512000000},"2.5""",sata 6 gb/s,0.0
gigabyte,gp-gstfs31240gntd,{'total': 240000000000},"['usd', '0.112']",ssd,0.4897959183673469,{'total': 512000000},"2.5""",sata 6 gb/s,0.0
gigabyte,gp-gstfs31256gtnd,{'total': 256000000000},"['usd', '0.195']",ssd,0.4897959183673469,{'total': 512000000},"2.5""",sata 6 gb/s,0.0
gigabyte,ud pro,{'total': 512000000000},"['usd', '0.195']",ssd,0.4897959183673469,{'total': 512000000},"2.5""",sata 6 gb/s,0.0
hp,1fu88aa#aba,{'total': 512000000000},"['usd', '0.00']",ssd,0.4897959183673469,{'total': 512000000},m.2-2280,m.2 (m),0.0
hp,2dp97aa#abc,{'total': 120000000000},"['usd', '0.208']",ssd,0.4897959183673469,{'total': 512000000},"2.5""",sata 6 gb/s,0.0
hp,628065-b21,{'total': 3000000000000},"['usd', '0.00']",hdd,0.2040816326530612,{'total': 512000000},"3.5""",sata 6 gb/s,0.0
hp,691862-b21,{'total': 100000000000},"['usd', '0.00']",ssd,1.0,{'total': 512000000},"2.5""",sata 6 gb/s,0.0
hp,718171-b21,{'total': 120000000000},"['usd', '0.00']",ssd,1.0,{'total': 512000000},"3.5""",sata 6 gb/s,0.0
hp,e2p03aa,{'total': 900000000000},"['usd', '0.00']",hdd,0.4897959183673469,{'total': 16000000},"3.5""",sas 6 gb/s,0.0
hp,ex900,{'total': 120000000000},"['usd', '0.291']",ssd,0.4897959183673469,{'total': 16000000},m.2-2280,m.2 (m),0.0
hp,ex920,{'total': 256000000000},"['usd', '0.201']",ssd,0.4897959183673469,{'total': 256000000},m.2-2280,m.2 (m),0.0
hp,ex950,{'total': 1000000000000},"['usd', '0.135']",ssd,0.4897959183673469,{'total': 256000000},m.2-2280,m.2 (m),0.0
hp,hp msata,{'total': 256000000000},"['usd', '0.00']",ssd,0.4897959183673469,{'total': 256000000},msata,msata,0.0
hp,s600,{'total': 120000000000},"['usd', '0.232']",ssd,0.4897959183673469,{'total': 256000000},"2.5""",sata 6 gb/s,0.0
hp,s700,{'total': 500000000000},"['usd', '0.00']",ssd,0.4897959183673469,{'total': 256000000},m.2-2280,m.2 (b+m),0.0
hp,value endurance sff,{'total': 240000000000},"['usd', '0.00']",ssd,0.4897959183673469,{'total': 256000000},"2.5""",sata 6 gb/s,0.0
hp,y6p08aa,{'total': 2000000000000},"['usd', '1.066']",ssd,0.4897959183673469,{'total': 256000000},"2.5""",sata 6 gb/s,0.0
hp,z turbo drive g2,{'total': 256000000000},"['usd', '0.00']",ssd,0.4897959183673469,{'total': 256000000},pci-e,pcie x4,0.0
hp,z turbo drive pcie,{'total': 256000000000},"['usd', '0.234']",ssd,0.4897959183673469,{'total': 256000000},m.2-2280,m.2 (m),0.0
hitachi,0a39289,{'total': 1000000000000},"['usd', '0.049']",hdd,0.2040816326530612,{'total': 32000000},"3.5""",sata 3 gb/s,0.0
hitachi,0a78743,{'total': 320000000000},"['usd', '0.094']",hdd,0.2040816326530612,{'total': 16000000},"2.5""",sata 3 gb/s,0.0
hitachi,0b36040,{'total': 4000000000000},"['usd', '0.045']",hdd,0.2040816326530612,{'total': 256000000},"3.5""",sata 6 gb/s,0.0
hitachi,0f10381,{'total': 500000000000},"['usd', '0.00']",hdd,0.2040816326530612,{'total': 16000000},"3.5""",sata 3 gb/s,0.0
hitachi,0f10942,{'total': 2000000000000},"['usd', '0.00']",hdd,0.2040816326530612,{'total': 32000000},"3.5""",sata 6 gb/s,0.0
hitachi,0f14683,{'total': 4000000000000},"['usd', '0.053']",hdd,0.2040816326530612,{'total': 64000000},"3.5""",sata 6 gb/s,0.0
hitachi,0f14689,{'total': 3000000000000},"['usd', '0.00']",hdd,0.2040816326530612,{'total': 64000000},"3.5""",sata 6 gb/s,0.0
hitachi,0f14690,{'total': 2000000000000},"['usd', '0.00']",hdd,0.2040816326530612,{'total': 64000000},"3.5""",sata 6 gb/s,0.0
hitachi,0f18335,{'total': 6000000000000},"['usd', '0.065']",hdd,0.2040816326530612,{'total': 64000000},"3.5""",sata 6 gb/s,0.0
hitachi,0f19847,{'total': 4000000000000},"['usd', '0.00']",hdd,0.0510204081632652,{'total': 64000000},"3.5""",sata 6 gb/s,0.0
hitachi,0f22941,{'total': 4000000000000},"['usd', '0.00']",hdd,0.2040816326530612,{'total': 128000000},"3.5""",sas 12 gb/s,0.0
hitachi,0f23006,{'total': 4000000000000},"['usd', '0.00']",hdd,0.2040816326530612,{'total': 128000000},"3.5""",sas 12 gb/s,0.0
hitachi,0f23090,{'total': 4000000000000},"['usd', '0.057']",hdd,0.2040816326530612,{'total': 128000000},"3.5""",sas 12 gb/s,0.0
hitachi,0f23663,{'total': 6000000000000},"['usd', '0.194']",hdd,0.2040816326530612,{'total': 128000000},"3.5""",sata 6 gb/s,0.0
hitachi,0f27402,{'total': 10000000000000},"['usd', '0.031']",hdd,0.2040816326530612,{'total': 256000000},"3.5""",sas 12 gb/s,0.0
hitachi,0f27406,{'total': 8000000000000},"['usd', '0.041']",hdd,0.2040816326530612,{'total': 256000000},"3.5""",sas 12 gb/s,0.0
hitachi,0f29530,{'total': 12000000000000},"['usd', '0.042']",hdd,0.2040816326530612,{'total': 256000000},"3.5""",sas 12 gb/s,0.0
hitachi,0f30144,{'total': 12000000000000},"['usd', '0.00']",hdd,0.2040816326530612,{'total': 256000000},"3.5""",sas 12 gb/s,0.0
hitachi,0g02001,{'total': 3000000000000},"['usd', '0.00']",hdd,0.2040816326530612,{'total': 32000000},"3.5""",sata 6 gb/s,0.0
hitachi,0j11561,{'total': 500000000000},"['usd', '0.078']",hdd,0.0204081632653061,{'total': 8000000},"2.5""",sata 3 gb/s,0.0
hitachi,0j11562,{'total': 640000000000},"['usd', '0.00']",hdd,0.0204081632653061,{'total': 8000000},"2.5""",sata 3 gb/s,0.0
hitachi,0j11563,{'total': 750000000000},"['usd', '0.053']",hdd,0.0204081632653061,{'total': 8000000},"2.5""",sata 3 gb/s,0.0
hitachi,0j23353,{'total': 320000000000},"['usd', '0.00']",hdd,0.0204081632653061,{'total': 8000000},"2.5""",sata 3 gb/s,0.0
hitachi,0s03355,{'total': 4000000000000},"['usd', '0.00']",hdd,0.2040816326530612,{'total': 64000000},"3.5""",sata 6 gb/s,0.0
hitachi,0s03363,{'total': 4000000000000},"['usd', '0.00']",hdd,0.2040816326530612,{'total': 64000000},"3.5""",sata 6 gb/s,0.0
hitachi,0s03364,{'total': 4000000000000},"['usd', '0.00']",hdd,0.0204081632653061,{'total': 32000000},"3.5""",sata 6 gb/s,0.0
hitachi,0ts1303,{'total': 3200000000000},"['usd', '0.00']",ssd,0.0204081632653061,{'total': 32000000},pci-e,pcie x8,0.0
hitachi,0ts1351,{'total': 1920000000000},"['usd', '0.00']",ssd,0.0204081632653061,{'total': 32000000},pci-e,pcie x8,0.0
hitachi,0y30051,{'total': 160000000000},"['usd', '0.00']",hdd,0.0204081632653061,{'total': 8000000},"2.5""",sata 3 gb/s,0.0
hitachi,0y30055,{'total': 500000000000},"['usd', '0.270']",hdd,0.0204081632653061,{'total': 8000000},"2.5""",sata 3 gb/s,0.0
hitachi,deskstar,{'total': 1000000000000},"['usd', '0.196']",hdd,0.2040816326530612,{'total': 32000000},"3.5""",sata 3 gb/s,0.0
hitachi,deskstar 5k1000,{'total': 500000000000},"['usd', '0.00']",hdd,0.0204081632653061,{'total': 8000000},"3.5""",sata 3 gb/s,0.0
hitachi,deskstar 5k3000,{'total': 3000000000000},"['usd', '0.027']",hdd,0.0204081632653061,{'total': 32000000},"3.5""",sata 6 gb/s,0.0
hitachi,deskstar 7k1000.c,{'total': 160000000000},"['usd', '0.00']",hdd,0.2040816326530612,{'total': 8000000},"3.5""",sata 3 gb/s,0.0
hitachi,deskstar 7k1000.d,{'total': 1000000000000},"['usd', '0.00']",hdd,0.2040816326530612,{'total': 32000000},"3.5""",sata 6 gb/s,0.0
hitachi,deskstar 7k2000,{'total': 2000000000000},"['usd', '0.027']",hdd,0.2040816326530612,{'total': 32000000},"3.5""",sata 3 gb/s,0.0
